,educ,fdm01a,di01a,pa02a
2539,OHNE ABSCHLUSS,DEUTSCHLAND,358,WENIG
2540,HOCHSCHULREIFE,DEUTSCHLAND,1200,STARK
2541,HOCHSCHULREIFE,DEUTSCHLAND,2400,STARK
2542,NOCH SCHUELER,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2543,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2544,HOCHSCHULREIFE,DEUTSCHLAND,600,MITTEL
2545,MITTLERE REIFE,POLEN,1700,MITTEL
2546,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,850,UEBERHAUPT NICHT
2547,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2548,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,SEHR STARK
2549,HOCHSCHULREIFE,DEUTSCHLAND,3200,SEHR STARK
2550,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2551,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,KEIN EINKOMMEN,SEHR STARK
2552,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2553,HOCHSCHULREIFE,DEUTSCHLAND,4500,STARK
2554,MITTLERE REIFE,DEUTSCHLAND,1600,SEHR STARK
2555,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1800,STARK
2556,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2557,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2558,HOCHSCHULREIFE,DEUTSCHLAND,408,MITTEL
2559,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2560,FACHHOCHSCHULREIFE,DEUTSCHLAND,4500,STARK
2561,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,WENIG
2562,MITTLERE REIFE,DEUTSCHLAND,660,MITTEL
2563,NOCH SCHUELER,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2564,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2565,MITTLERE REIFE,RUMAENIEN,900,UEBERHAUPT NICHT
2566,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1400,MITTEL
2567,MITTLERE REIFE,DEUTSCHLAND,2500,STARK
2568,HOCHSCHULREIFE,DEUTSCHLAND,1200,SEHR STARK
2569,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2570,MITTLERE REIFE,TUERKEI,KEIN EINKOMMEN,WENIG
2571,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2572,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
2573,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,450,MITTEL
2574,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2575,HOCHSCHULREIFE,DEUTSCHLAND,400,STARK
2576,"VOLKS-,HAUPTSCHULE",SOWJETUNION,2800,STARK
2577,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,2700,MITTEL
2578,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1400,MITTEL
2579,FACHHOCHSCHULREIFE,DEUTSCHLAND,350,WENIG
2580,"VOLKS-,HAUPTSCHULE",RUMAENIEN,1600,UEBERHAUPT NICHT
2581,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2582,HOCHSCHULREIFE,DEUTSCHLAND,1800,MITTEL
2583,MITTLERE REIFE,SOWJETUNION,782,MITTEL
2584,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1200,STARK
2585,MITTLERE REIFE,DEUTSCHLAND,2600,MITTEL
2586,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1100,WENIG
2587,"VOLKS-,HAUPTSCHULE",TUERKEI,2400,MITTEL
2588,HOCHSCHULREIFE,DEUTSCHLAND,3000,STARK
2589,FACHHOCHSCHULREIFE,WEISS NICHT,2400,STARK
2590,MITTLERE REIFE,DEUTSCHLAND,800,WENIG
2591,ANDERER ABSCHLUSS,TUERKEI,1600,STARK
2592,FACHHOCHSCHULREIFE,DEUTSCHLAND,2700,WENIG
2593,MITTLERE REIFE,DEUTSCHLAND,1450,MITTEL
2594,MITTLERE REIFE,INDIEN,800,MITTEL
2595,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,SEHR STARK
2596,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2597,HOCHSCHULREIFE,DEUTSCHLAND,2500,STARK
2598,MITTLERE REIFE,DEUTSCHLAND,1375,SEHR STARK
2599,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2600,MITTLERE REIFE,DEUTSCHLAND,2300,SEHR STARK
2601,HOCHSCHULREIFE,NIEDERLANDE,1200,MITTEL
2602,MITTLERE REIFE,DEUTSCHLAND,800,MITTEL
2603,MITTLERE REIFE,DEUTSCHLAND,600,MITTEL
2604,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2605,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2606,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2607,MITTLERE REIFE,DEUTSCHLAND,280,MITTEL
2608,FACHHOCHSCHULREIFE,RUMAENIEN,2000,MITTEL
2609,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2610,HOCHSCHULREIFE,DEUTSCHLAND,1400,MITTEL
2611,HOCHSCHULREIFE,DEUTSCHLAND,2200,STARK
2612,HOCHSCHULREIFE,DEUTSCHLAND,850,STARK
2613,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2614,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2615,HOCHSCHULREIFE,DEUTSCHLAND,4200,STARK
2616,MITTLERE REIFE,DEUTSCHLAND,1100,STARK
2617,MITTLERE REIFE,DEUTSCHLAND,500,STARK
2618,FACHHOCHSCHULREIFE,DEUTSCHLAND,3600,MITTEL
2619,HOCHSCHULREIFE,DEUTSCHLAND,1082,WENIG
2620,MITTLERE REIFE,DEUTSCHLAND,2900,WENIG
2621,MITTLERE REIFE,DEUTSCHLAND,650,WENIG
2622,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2623,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1330,MITTEL
2624,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2625,MITTLERE REIFE,DEUTSCHLAND,850,MITTEL
2626,"VOLKS-,HAUPTSCHULE",WEISS NICHT,913,MITTEL
2627,MITTLERE REIFE,DEUTSCHLAND,850,MITTEL
2628,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,UEBERHAUPT NICHT
2629,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1150,STARK
2630,MITTLERE REIFE,RUMAENIEN,1600,MITTEL
2631,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2632,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2633,HOCHSCHULREIFE,VIETNAM,800,UEBERHAUPT NICHT
2634,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2635,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,370,WENIG
2636,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2637,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2638,HOCHSCHULREIFE,DEUTSCHLAND,6000,MITTEL
2639,MITTLERE REIFE,DEUTSCHLAND,1800,MITTEL
2640,MITTLERE REIFE,DEUTSCHLAND,800,SEHR STARK
2641,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
2642,MITTLERE REIFE,DEUTSCHLAND,1650,STARK
2643,HOCHSCHULREIFE,DEUTSCHLAND,3200,MITTEL
2644,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1800,MITTEL
2645,FACHHOCHSCHULREIFE,DEUTSCHLAND,300,STARK
2646,MITTLERE REIFE,TSCHECHISCHE REPUBL.,1400,MITTEL
2647,MITTLERE REIFE,DEUTSCHLAND,650,MITTEL
2648,MITTLERE REIFE,DEUTSCHLAND,820,WENIG
2649,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,SEHR STARK
2650,MITTLERE REIFE,DEUTSCHLAND,1300,STARK
2651,MITTLERE REIFE,DEUTSCHLAND,1350,MITTEL
2652,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2653,MITTLERE REIFE,DEUTSCHLAND,670,WENIG
2654,FACHHOCHSCHULREIFE,DEUTSCHLAND,1500,STARK
2655,MITTLERE REIFE,DEUTSCHLAND,1000,WENIG
2656,MITTLERE REIFE,DEUTSCHLAND,2600,STARK
2657,HOCHSCHULREIFE,SOWJETUNION,VERWEIGERT,STARK
2658,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2659,HOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
2660,MITTLERE REIFE,DEUTSCHLAND,600,STARK
2661,HOCHSCHULREIFE,DEUTSCHLAND,4000,SEHR STARK
2662,MITTLERE REIFE,DEUTSCHLAND,1100,WENIG
2663,HOCHSCHULREIFE,DEUTSCHLAND,4500,STARK
2664,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,STARK
2665,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
2666,HOCHSCHULREIFE,DEUTSCHLAND,1100,STARK
2667,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2668,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,2000,MITTEL
2669,HOCHSCHULREIFE,DEUTSCHLAND,1200,SEHR STARK
2670,MITTLERE REIFE,DEUTSCHLAND,2300,UEBERHAUPT NICHT
2671,MITTLERE REIFE,RUSSISCHE FOEDERAT.,VERWEIGERT,UEBERHAUPT NICHT
2672,MITTLERE REIFE,DEUTSCHLAND,400,WENIG
2673,"VOLKS-,HAUPTSCHULE",SOWJETUNION,1800,MITTEL
2674,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1800,STARK
2675,HOCHSCHULREIFE,DEUTSCHLAND,1100,STARK
2676,MITTLERE REIFE,DEUTSCHLAND,1500,STARK
2677,MITTLERE REIFE,TUERKEI,270,SEHR STARK
2678,HOCHSCHULREIFE,DEUTSCHLAND,600,SEHR STARK
2679,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2680,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,900,STARK
2681,MITTLERE REIFE,DEUTSCHLAND,2700,WENIG
2682,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2683,HOCHSCHULREIFE,DEUTSCHLAND,900,SEHR STARK
2684,"VOLKS-,HAUPTSCHULE",ITALIEN,1500,STARK
2685,FACHHOCHSCHULREIFE,DEUTSCHLAND,1550,SEHR STARK
2686,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2687,"VOLKS-,HAUPTSCHULE",MAZEDONIEN,1500,MITTEL
2688,HOCHSCHULREIFE,DEUTSCHLAND,1700,SEHR STARK
2689,"VOLKS-,HAUPTSCHULE",POLEN,435,WENIG
2690,HOCHSCHULREIFE,DEUTSCHLAND,1750,MITTEL
2691,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
2692,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
2693,MITTLERE REIFE,DEUTSCHLAND,1700,MITTEL
2694,MITTLERE REIFE,USA,400,STARK
2695,MITTLERE REIFE,DEUTSCHLAND,2200,MITTEL
2696,HOCHSCHULREIFE,DEUTSCHLAND,1800,MITTEL
2697,HOCHSCHULREIFE,DEUTSCHLAND,2100,SEHR STARK
2698,HOCHSCHULREIFE,DEUTSCHLAND,DATENFEHLER,MITTEL
2699,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2700,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1800,WENIG
2701,HOCHSCHULREIFE,DEUTSCHLAND,2400,MITTEL
2702,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1200,MITTEL
2703,HOCHSCHULREIFE,DEUTSCHLAND,1800,SEHR STARK
2704,HOCHSCHULREIFE,SOWJETUNION,1200,MITTEL
2705,MITTLERE REIFE,DEUTSCHLAND,1900,STARK
2706,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2707,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2708,HOCHSCHULREIFE,DEUTSCHLAND,1750,MITTEL
2709,FACHHOCHSCHULREIFE,DEUTSCHLAND,3000,SEHR STARK
2710,MITTLERE REIFE,DEUTSCHLAND,900,MITTEL
2711,MITTLERE REIFE,UNGARN,823,STARK
2712,MITTLERE REIFE,DEUTSCHLAND,500,WENIG
2713,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,550,WENIG
2714,MITTLERE REIFE,DEUTSCHLAND,3800,MITTEL
2715,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,950,WENIG
2716,NOCH SCHUELER,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2717,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,STARK
2718,HOCHSCHULREIFE,DEUTSCHLAND,488,SEHR STARK
2719,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1800,MITTEL
2720,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,608,UEBERHAUPT NICHT
2721,HOCHSCHULREIFE,DEUTSCHLAND,900,STARK
2722,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2723,MITTLERE REIFE,DEUTSCHLAND,3800,STARK
2724,MITTLERE REIFE,DEUTSCHLAND,1800,STARK
2725,HOCHSCHULREIFE,SYRIEN,670,SEHR STARK
2726,HOCHSCHULREIFE,DEUTSCHLAND,1,WENIG
2727,MITTLERE REIFE,DEUTSCHLAND,2800,MITTEL
2728,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,WENIG
2729,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2730,HOCHSCHULREIFE,DEUTSCHLAND,1500,MITTEL
2731,HOCHSCHULREIFE,DEUTSCHLAND,450,STARK
2732,"VOLKS-,HAUPTSCHULE",SOWJETUNION,1400,SEHR STARK
2733,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,4500,SEHR STARK
2734,FACHHOCHSCHULREIFE,SOWJETUNION,VERWEIGERT,MITTEL
2735,"VOLKS-,HAUPTSCHULE",SOWJETUNION,1900,MITTEL
2736,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1800,MITTEL
2737,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2738,HOCHSCHULREIFE,DEUTSCHLAND,2700,SEHR STARK
2739,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,UEBERHAUPT NICHT
2740,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1750,MITTEL
2741,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1500,MITTEL
2742,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,STARK
2743,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2050,UEBERHAUPT NICHT
2744,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,820,STARK
2745,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
2746,FACHHOCHSCHULREIFE,DEUTSCHLAND,3100,SEHR STARK
2747,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1235,SEHR STARK
2748,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1000,MITTEL
2749,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,700,MITTEL
2750,HOCHSCHULREIFE,DEUTSCHLAND,2100,MITTEL
2751,MITTLERE REIFE,TUERKEI,2300,MITTEL
2752,MITTLERE REIFE,POLEN,1200,WENIG
2753,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1250,STARK
2754,HOCHSCHULREIFE,DEUTSCHLAND,2400,STARK
2755,MITTLERE REIFE,JUGOSLAWIEN,1750,MITTEL
2756,HOCHSCHULREIFE,DEUTSCHLAND,1500,STARK
2757,HOCHSCHULREIFE,DEUTSCHLAND,500,MITTEL
2758,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2759,MITTLERE REIFE,DEUTSCHLAND,600,MITTEL
2760,HOCHSCHULREIFE,DEUTSCHLAND,1500,MITTEL
2761,MITTLERE REIFE,TUERKEI,VERWEIGERT,MITTEL
2762,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,MITTEL
2763,HOCHSCHULREIFE,DEUTSCHLAND,3000,MITTEL
2764,"VOLKS-,HAUPTSCHULE",JUGOSLAWIEN,900,WENIG
2765,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,SEHR STARK
2766,HOCHSCHULREIFE,DEUTSCHLAND,2100,STARK
2767,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2768,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2769,MITTLERE REIFE,POLEN,900,STARK
2770,MITTLERE REIFE,DEUTSCHLAND,1300,SEHR STARK
2771,MITTLERE REIFE,DEUTSCHLAND,820,WENIG
2772,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1000,MITTEL
2773,HOCHSCHULREIFE,DEUTSCHLAND,5500,SEHR STARK
2774,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2775,FACHHOCHSCHULREIFE,DEUTSCHLAND,550,MITTEL
2776,MITTLERE REIFE,DEUTSCHLAND,816,STARK
2777,"VOLKS-,HAUPTSCHULE",WEISS NICHT,1000,MITTEL
2778,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,680,MITTEL
2779,FACHHOCHSCHULREIFE,DEUTSCHLAND,1700,STARK
2780,HOCHSCHULREIFE,DEUTSCHLAND,2300,WENIG
2781,OHNE ABSCHLUSS,DEUTSCHLAND,45,UEBERHAUPT NICHT
2782,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2783,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
2784,HOCHSCHULREIFE,TSCHECHOSLOWAKEI,2500,SEHR STARK
2785,NOCH SCHUELER,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2786,KEINE ANGABE,JEMEN,VERWEIGERT,MITTEL
2787,HOCHSCHULREIFE,DEUTSCHLAND,1429,WENIG
2788,HOCHSCHULREIFE,DEUTSCHLAND,1100,MITTEL
2789,HOCHSCHULREIFE,DEUTSCHLAND,420,MITTEL
2790,HOCHSCHULREIFE,SOWJETUNION,KEIN EINKOMMEN,WENIG
2791,HOCHSCHULREIFE,DEUTSCHLAND,450,STARK
2792,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1300,MITTEL
2793,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,STARK
2794,MITTLERE REIFE,DEUTSCHLAND,500,MITTEL
2795,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
2796,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
2797,HOCHSCHULREIFE,NIEDERLANDE,1200,MITTEL
2798,FACHHOCHSCHULREIFE,DEUTSCHLAND,3500,MITTEL
2799,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2800,MITTLERE REIFE,DEUTSCHLAND,1300,SEHR STARK
2801,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2802,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1700,MITTEL
2803,HOCHSCHULREIFE,POLEN,VERWEIGERT,MITTEL
2804,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2805,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2806,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,390,MITTEL
2807,MITTLERE REIFE,DEUTSCHLAND,3000,STARK
2808,OHNE ABSCHLUSS,DEUTSCHLAND,750,WENIG
2809,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,3000,MITTEL
2810,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2811,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2812,"VOLKS-,HAUPTSCHULE",POLEN,1800,UEBERHAUPT NICHT
2813,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,MITTEL
2814,HOCHSCHULREIFE,DEUTSCHLAND,300,STARK
2815,MITTLERE REIFE,DEUTSCHLAND,1700,MITTEL
2816,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2700,STARK
2817,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2600,SEHR STARK
2818,MITTLERE REIFE,DEUTSCHLAND,875,MITTEL
2819,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2820,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2821,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1600,MITTEL
2822,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2823,MITTLERE REIFE,DEUTSCHLAND,2900,STARK
2824,OHNE ABSCHLUSS,TUERKEI,1800,WENIG
2825,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1700,MITTEL
2826,HOCHSCHULREIFE,KOLUMBIEN,1800,SEHR STARK
2827,HOCHSCHULREIFE,DEUTSCHLAND,2100,STARK
2828,MITTLERE REIFE,DEUTSCHLAND,920,MITTEL
2829,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2830,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2831,MITTLERE REIFE,DEUTSCHLAND,1800,WENIG
2832,HOCHSCHULREIFE,DEUTSCHLAND,1500,STARK
2833,ANDERER ABSCHLUSS,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2834,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,SEHR STARK
2835,FACHHOCHSCHULREIFE,TSCHECHOSLOWAKEI,500,UEBERHAUPT NICHT
2836,"VOLKS-,HAUPTSCHULE",LITAUEN,1400,STARK
2837,HOCHSCHULREIFE,MAROKKO,1750,STARK
2838,HOCHSCHULREIFE,DEUTSCHLAND,4300,SEHR STARK
2839,MITTLERE REIFE,TUERKEI,1900,MITTEL
2840,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,KEIN EINKOMMEN,MITTEL
2841,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2842,HOCHSCHULREIFE,DEUTSCHLAND,1990,STARK
2843,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,5000,WENIG
2844,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2845,MITTLERE REIFE,TUERKEI,2211,WENIG
2846,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,MITTEL
2847,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1800,MITTEL
2848,FACHHOCHSCHULREIFE,DEUTSCHLAND,900,MITTEL
2849,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,STARK
2850,HOCHSCHULREIFE,TSCHECHOSLOWAKEI,1400,STARK
2851,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2852,MITTLERE REIFE,DEUTSCHLAND,1400,UEBERHAUPT NICHT
2853,HOCHSCHULREIFE,DEUTSCHLAND,875,MITTEL
2854,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1800,STARK
2855,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,WENIG
2856,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,SEHR STARK
2857,MITTLERE REIFE,TSCHECHOSLOWAKEI,1500,STARK
2858,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,720,WENIG
2859,MITTLERE REIFE,DEUTSCHLAND,1300,STARK
2860,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1050,STARK
2861,MITTLERE REIFE,DEUTSCHLAND,1800,SEHR STARK
2862,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2863,MITTLERE REIFE,SOWJETUNION,1100,MITTEL
2864,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2865,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,450,MITTEL
2866,MITTLERE REIFE,DEUTSCHLAND,1000,WENIG
2867,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1400,WENIG
2868,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2300,SEHR STARK
2869,HOCHSCHULREIFE,UKRAINE,800,WENIG
2870,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,500,MITTEL
2871,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2872,HOCHSCHULREIFE,DEUTSCHLAND,700,MITTEL
2873,MITTLERE REIFE,DEUTSCHLAND,3500,STARK
2874,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,SEHR STARK
2875,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,3300,SEHR STARK
2876,HOCHSCHULREIFE,DEUTSCHLAND,2250,STARK
2877,MITTLERE REIFE,DEUTSCHLAND,1300,MITTEL
2878,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2879,MITTLERE REIFE,DEUTSCHLAND,1125,MITTEL
2880,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2881,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,353,MITTEL
2882,HOCHSCHULREIFE,DEUTSCHLAND,2800,STARK
2883,MITTLERE REIFE,DEUTSCHLAND,834,MITTEL
2884,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2885,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2886,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,850,STARK
2887,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1100,WENIG
2888,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,710,MITTEL
2889,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2890,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,450,WENIG
2891,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,800,STARK
2892,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,742,MITTEL
2893,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2894,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,795,WENIG
2895,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2896,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,780,STARK
2897,FACHHOCHSCHULREIFE,DEUTSCHLAND,3000,SEHR STARK
2898,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
